file,class,groupid
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin1_loop0_20250611_043805_separated.jpg,separated,soybean20_water75_ZnSO41_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin2_loop0_20250610_113634_separationstarted.jpg,separationstarted,soybean20_water75_ZnSO41_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin2_loop0_20250610_123636_separated.jpg,separated,soybean20_water75_ZnSO41_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin2_loop0_20250610_153636_separated.jpg,separated,soybean20_water75_ZnSO41_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin2_loop0_20250610_203636_separated.jpg,separated,soybean20_water75_ZnSO41_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO41_Lecithin2_loop0_20250611_043641_separated.jpg,separated,soybean20_water75_ZnSO41_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin1_loop0_20250610_113511_separationstarted.jpg,separationstarted,soybean20_water75_ZnSO42_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin1_loop0_20250610_123513_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin1_loop0_20250610_153512_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin1_loop0_20250610_203512_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin1_loop0_20250611_043518_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin2_loop0_20250610_113347_separationstarted.jpg,separationstarted,soybean20_water75_ZnSO42_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin2_loop0_20250610_123349_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin2_loop0_20250610_153348_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin2_loop0_20250610_203349_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO42_Lecithin2_loop0_20250611_043354_separated.jpg,separated,soybean20_water75_ZnSO42_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin1_loop0_20250610_113224_separationstarted.jpg,separationstarted,soybean20_water75_ZnSO43_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin1_loop0_20250610_123225_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin1_loop0_20250610_153225_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin1_loop0_20250610_203225_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin1_loop0_20250611_043230_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin1
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin2_loop0_20250610_113100_separationstarted.jpg,separationstarted,soybean20_water75_ZnSO43_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin2_loop0_20250610_123102_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin2_loop0_20250610_153101_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin2_loop0_20250610_203102_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin2
rack_1_vial_1_soybean20_water75_ZnSO43_Lecithin2_loop0_20250611_043107_separated.jpg,separated,soybean20_water75_ZnSO43_Lecithin2
rack_1_vial_1_soybean70_water25_CaSO43_Saponin2_loop0_20250826_143258_separationstarted.jpg,separationstarted,soybean70_water25_CaSO43_Saponin2
rack_1_vial_1_soybean70_water25_CaSO43_Saponin2_loop0_20250826_171557_separated.jpg,separated,soybean70_water25_CaSO43_Saponin2
rack_1_vial_1_soybean70_water25_CaSO43_Saponin2_loop0_20250826_195557_separated.jpg,separated,soybean70_water25_CaSO43_Saponin2
rack_1_vial_1_soybean70_water25_CaSO43_Saponin2_loop0_20250827_005557_separated.jpg,separated,soybean70_water25_CaSO43_Saponin2
rack_1_vial_1_soybean70_water25_CaSO43_tergitol2_loop0_20250827_123057_stable.jpg,stable,soybean70_water25_CaSO43_tergitol2
rack_1_vial_1_soybean70_water25_CaSO43_tergitol2_loop0_20250827_133057_stable.jpg,stable,soybean70_water25_CaSO43_tergitol2
rack_1_vial_1_soybean70_water25_CaSO43_tergitol2_loop0_20250827_163057_separated.jpg,separated,soybean70_water25_CaSO43_tergitol2
rack_1_vial_1_soybean70_water25_CaSO43_tergitol2_loop0_20250827_213058_separated.jpg,separated,soybean70_water25_CaSO43_tergitol2
rack_1_vial_1_soybean70_water25_CaSO43_tergitol2_loop0_20250828_053058_separated.jpg,separated,soybean70_water25_CaSO43_tergitol2
rack_1_vial_1_soybean70_water25_ZnSO43_saponin2_loop0_20250828_113358_separationstarted.jpg,separationstarted,soybean70_water25_ZnSO43_saponin2
rack_1_vial_1_soybean70_water25_ZnSO43_saponin2_loop0_20250828_123358_separated.jpg,separated,soybean70_water25_ZnSO43_saponin2
rack_1_vial_1_soybean70_water25_ZnSO43_saponin2_loop0_20250828_153357_separated.jpg,separated,soybean70_water25_ZnSO43_saponin2
rack_1_vial_1_soybean70_water25_ZnSO43_saponin2_loop0_20250828_203515_separated.jpg,separated,soybean70_water25_ZnSO43_saponin2
rack_1_vial_1_soybean70_water25_ZnSO43_saponin2_loop0_20250829_043357_separated.jpg,separated,soybean70_water25_ZnSO43_saponin2
rack_1_vial_1_soybean_16.39_water_3.96_span80_1.496_tween80_0.154_loop0_20250815_182257_notapplicable.jpg,notapplicable,soybean_16.39_water_3.96_span80_1.496_tween80_0.154
rack_1_vial_1_soybean_16.39_water_3.96_span80_1.496_tween80_0.154_loop0_20250815_185957_notapplicable.jpg,notapplicable,soybean_16.39_water_3.96_span80_1.496_tween80_0.154
rack_1_vial_1_soybean_16.39_water_3.96_span80_1.496_tween80_0.154_loop0_20250815_194058_notapplicable.jpg,notapplicable,soybean_16.39_water_3.96_span80_1.496_tween80_0.154
rack_1_vial_1_soybean_16.39_water_3.96_span80_1.496_tween80_0.154_loop0_20250815_203057_notapplicable.jpg,notapplicable,soybean_16.39_water_3.96_span80_1.496_tween80_0.154
rack_1_vial_1_soybean_16.39_water_3.96_span80_1.496_tween80_0.154_loop0_20250815_215058_notapplicable.jpg,notapplicable,soybean_16.39_water_3.96_span80_1.496_tween80_0.154
rack_1_vial_1_soybean_2.50_water_16.50_span80_0.290_tween80_0.410_loop0_20250814_164559_stable.jpg,stable,soybean_2.50_water_16.50_span80_0.290_tween80_0.410
rack_1_vial_1_soybean_2.50_water_16.50_span80_0.290_tween80_0.410_loop0_20250814_174104_stable.jpg,stable,soybean_2.50_water_16.50_span80_0.290_tween80_0.410
rack_1_vial_1_soybean_2.50_water_16.50_span80_0.290_tween80_0.410_loop0_20250814_183104_stable.jpg,stable,soybean_2.50_water_16.50_span80_0.290_tween80_0.410
rack_1_vial_1_soybean_2.50_water_16.50_span80_0.290_tween80_0.410_loop0_20250814_213104_separationstarted.jpg,separationstarted,soybean_2.50_water_16.50_span80_0.290_tween80_0.410
rack_1_vial_1_soybean_2.50_water_16.50_span80_0.290_tween80_0.410_loop0_20250815_023059_separationstarted.jpg,separationstarted,soybean_2.50_water_16.50_span80_0.290_tween80_0.410
rack_1_vial_2_paraffin20_water75_CaSO43_lecithin1_loop0_20250627_115225_separated.jpg,separated,paraffin20_water75_CaSO43_lecithin1
rack_1_vial_2_paraffin20_water75_CaSO43_lecithin1_loop0_20250627_125224_separated.jpg,separated,paraffin20_water75_CaSO43_lecithin1
rack_1_vial_2_paraffin20_water75_CaSO43_lecithin1_loop0_20250627_155224_separated.jpg,separated,paraffin20_water75_CaSO43_lecithin1
rack_1_vial_2_paraffin20_water75_CaSO43_lecithin1_loop0_20250627_205225_separated.jpg,separated,paraffin20_water75_CaSO43_lecithin1
rack_1_vial_2_paraffin20_water75_CaSO43_lecithin1_loop0_20250628_045229_separated.jpg,separated,paraffin20_water75_CaSO43_lecithin1
rack_1_vial_2_paraffin20_water75_CaSO43_saponin1_loop0_20250630_153231_separated.jpg,separated,paraffin20_water75_CaSO43_saponin1
rack_1_vial_2_paraffin20_water75_CaSO43_saponin1_loop0_20250630_163230_separated.jpg,separated,paraffin20_water75_CaSO43_saponin1
rack_1_vial_2_paraffin20_water75_CaSO43_saponin1_loop0_20250630_193230_separated.jpg,separated,paraffin20_water75_CaSO43_saponin1
rack_1_vial_2_paraffin20_water75_CaSO43_saponin1_loop0_20250701_003225_separated.jpg,separated,paraffin20_water75_CaSO43_saponin1
rack_1_vial_2_paraffin20_water75_CaSO43_saponin1_loop0_20250701_083229_separated.jpg,separated,paraffin20_water75_CaSO43_saponin1
rack_1_vial_2_paraffin20_water75_ZnSO43_lecithin1_loop0_20250624_135224_notapplicable.jpg,notapplicable,paraffin20_water75_ZnSO43_lecithin1
rack_1_vial_2_paraffin20_water75_ZnSO43_lecithin1_loop0_20250624_155231_notapplicable.jpg,notapplicable,paraffin20_water75_ZnSO43_lecithin1
rack_1_vial_2_paraffin20_water75_ZnSO43_lecithin1_loop0_20250624_185226_notapplicable.jpg,notapplicable,paraffin20_water75_ZnSO43_lecithin1
rack_1_vial_2_paraffin20_water75_ZnSO43_lecithin1_loop0_20250624_235231_notapplicable.jpg,notapplicable,paraffin20_water75_ZnSO43_lecithin1
rack_1_vial_2_paraffin20_water75_ZnSO43_lecithin1_loop0_20250625_075226_possibleseparated.jpg,possibleseparated,paraffin20_water75_ZnSO43_lecithin1
rack_1_vial_2_paraffin_14.50_water_5.70_span80_1.596_tween80_0.247_loop0_20250815_134523_separationstarted.jpg,separationstarted,paraffin_14.50_water_5.70_span80_1.596_tween80_0.247
rack_1_vial_2_paraffin_14.50_water_5.70_span80_1.596_tween80_0.247_loop0_20250815_142220_separationstarted.jpg,separationstarted,paraffin_14.50_water_5.70_span80_1.596_tween80_0.247
rack_1_vial_2_paraffin_14.50_water_5.70_span80_1.596_tween80_0.247_loop0_20250815_145221_separationstarted.jpg,separationstarted,paraffin_14.50_water_5.70_span80_1.596_tween80_0.247
rack_1_vial_2_paraffin_14.50_water_5.70_span80_1.596_tween80_0.247_loop0_20250815_152221_separationstarted.jpg,separationstarted,paraffin_14.50_water_5.70_span80_1.596_tween80_0.247
rack_1_vial_2_paraffin_14.50_water_5.70_span80_1.596_tween80_0.247_loop0_20250815_155220_separationstarted.jpg,separationstarted,paraffin_14.50_water_5.70_span80_1.596_tween80_0.247
rack_1_vial_2_paraffn70_water25_CaSO43_saponin1_loop0_20250908_154821_separated_tricky.jpg,separated,paraffn70_water25_CaSO43_saponin1
rack_1_vial_2_paraffn70_water25_CaSO43_saponin1_loop0_20250908_164821_separated.jpg,separated,paraffn70_water25_CaSO43_saponin1
rack_1_vial_2_paraffn70_water25_CaSO43_saponin1_loop0_20250908_194822_separated.jpg,separated,paraffn70_water25_CaSO43_saponin1
rack_1_vial_2_paraffn70_water25_CaSO43_saponin1_loop0_20250909_004822_separated.jpg,separated,paraffn70_water25_CaSO43_saponin1
rack_1_vial_2_paraffn70_water25_CaSO43_saponin1_loop0_20250909_084821_separated.jpg,separated,paraffn70_water25_CaSO43_saponin1
rack_1_vial_2_paraffn70_water25_ZnSO43_saponin1_loop0_20250829_122221_separated.jpg,separated,paraffn70_water25_ZnSO43_saponin1
rack_1_vial_2_paraffn70_water25_ZnSO43_saponin1_loop0_20250829_150221_separated.jpg,separated,paraffn70_water25_ZnSO43_saponin1
rack_1_vial_2_paraffn70_water25_ZnSO43_saponin1_loop0_20250829_162221_separated.jpg,separated,paraffn70_water25_ZnSO43_saponin1
rack_1_vial_2_paraffn70_water25_ZnSO43_saponin1_loop0_20250829_212221_separated.jpg,separated,paraffn70_water25_ZnSO43_saponin1
rack_1_vial_2_paraffn70_water25_ZnSO43_saponin1_loop0_20250830_052222_separated.jpg,separated,paraffn70_water25_ZnSO43_saponin1
rack_1_vial_2_silicone20_water75_CaSO43_lecithin1_loop0_20250701_133229_notapplicable.jpg,notapplicable,silicone20_water75_CaSO43_lecithin1
rack_1_vial_2_silicone20_water75_CaSO43_lecithin1_loop0_20250701_143222_possibleseparated.jpg,possibleseparated,silicone20_water75_CaSO43_lecithin1
rack_1_vial_2_silicone20_water75_CaSO43_lecithin1_loop0_20250701_173227_possibleseparated.jpg,possibleseparated,silicone20_water75_CaSO43_lecithin1
rack_1_vial_2_silicone20_water75_CaSO43_lecithin1_loop0_20250701_223222_possibleseparated.jpg,possibleseparated,silicone20_water75_CaSO43_lecithin1
rack_1_vial_2_silicone20_water75_CaSO43_lecithin1_loop0_20250702_063227_possibleseparated.jpg,possibleseparated,silicone20_water75_CaSO43_lecithin1
rack_1_vial_2_silicone20_water75_ZnSO43_lecithin1_loop0_20250702_121221_notapplicable_tricky.jpg,notapplicable,silicone20_water75_ZnSO43_lecithin1
rack_1_vial_2_silicone20_water75_ZnSO43_lecithin1_loop0_20250702_131225_notapplicable_tricky.jpg,notapplicable,silicone20_water75_ZnSO43_lecithin1
rack_1_vial_2_silicone20_water75_ZnSO43_lecithin1_loop0_20250702_161225_notapplicable_tricky.jpg,notapplicable,silicone20_water75_ZnSO43_lecithin1
rack_1_vial_2_silicone20_water75_ZnSO43_lecithin1_loop0_20250702_211230_notapplicable_tricky.jpg,notapplicable,silicone20_water75_ZnSO43_lecithin1
rack_1_vial_2_silicone20_water75_ZnSO43_lecithin1_loop0_20250703_051226_notapplicable_tricky.jpg,notapplicable,silicone20_water75_ZnSO43_lecithin1
rack_1_vial_2_silicone70_water25_CaSO42_saponin2_loop0_20250909_112621_separated.jpg,separated,silicone70_water25_CaSO42_saponin2
rack_1_vial_2_silicone70_water25_CaSO42_saponin2_loop0_20250909_122622_separated.jpg,separated,silicone70_water25_CaSO42_saponin2
rack_1_vial_2_silicone70_water25_CaSO42_saponin2_loop0_20250909_152621_separated.jpg,separated,silicone70_water25_CaSO42_saponin2
rack_1_vial_2_silicone70_water25_CaSO42_saponin2_loop0_20250909_202621_separated.jpg,separated,silicone70_water25_CaSO42_saponin2
rack_1_vial_2_silicone70_water25_CaSO42_saponin2_loop0_20250910_042622_separated.jpg,separated,silicone70_water25_CaSO42_saponin2
rack_1_vial_2_silicone70_water25_ZnSO42_lecithin2_loop0_20250910_132220_separated.jpg,separated,silicone70_water25_ZnSO42_lecithin2
rack_1_vial_2_silicone70_water25_ZnSO42_lecithin2_loop0_20250910_142221_separated.jpg,separated,silicone70_water25_ZnSO42_lecithin2
rack_1_vial_2_silicone70_water25_ZnSO42_lecithin2_loop0_20250910_172221_separated.jpg,separated,silicone70_water25_ZnSO42_lecithin2
rack_1_vial_2_silicone70_water25_ZnSO42_lecithin2_loop0_20250910_222222_separated.jpg,separated,silicone70_water25_ZnSO42_lecithin2
rack_1_vial_2_silicone70_water25_ZnSO42_lecithin2_loop0_20250911_062221_separated.jpg,separated,silicone70_water25_ZnSO42_lecithin2
rack_1_vial_2_soybean20_water75_CaSO43_lecithin1_loop0_20250612_124427__notapplicable.jpg,notapplicable,soybean20_water75_CaSO43_lecithin1
rack_1_vial_2_soybean20_water75_CaSO43_lecithin1_loop0_20250612_134428__notapplicable.jpg,notapplicable,soybean20_water75_CaSO43_lecithin1
rack_1_vial_2_soybean20_water75_CaSO43_lecithin1_loop0_20250612_164428__notapplicable.jpg,notapplicable,soybean20_water75_CaSO43_lecithin1
rack_1_vial_2_soybean20_water75_CaSO43_lecithin1_loop0_20250612_214427__notapplicable.jpg,notapplicable,soybean20_water75_CaSO43_lecithin1
rack_1_vial_2_soybean20_water75_CaSO43_lecithin1_loop0_20250613_054431__notapplicable.jpg,notapplicable,soybean20_water75_CaSO43_lecithin1
rack_1_vial_2_soybean70_water25_CaSO42_Saponin2_loop0_20250826_143422_separated_tricky.jpg,separated,soybean70_water25_CaSO42_Saponin2
rack_1_vial_2_soybean70_water25_CaSO42_Saponin2_loop0_20250826_171721_separated.jpg,separated,soybean70_water25_CaSO42_Saponin2
rack_1_vial_2_soybean70_water25_CaSO42_Saponin2_loop0_20250826_195720_separated.jpg,separated,soybean70_water25_CaSO42_Saponin2
rack_1_vial_2_soybean70_water25_CaSO42_Saponin2_loop0_20250827_005720_separated.jpg,separated,soybean70_water25_CaSO42_Saponin2
rack_1_vial_2_soybean70_water25_CaSO42_tergitol2_loop0_20250827_123221_stable.jpg,stable,soybean70_water25_CaSO42_tergitol2
rack_1_vial_2_soybean70_water25_CaSO42_tergitol2_loop0_20250827_133221_stable.jpg,stable,soybean70_water25_CaSO42_tergitol2
rack_1_vial_2_soybean70_water25_CaSO42_tergitol2_loop0_20250827_163221_separated.jpg,separated,soybean70_water25_CaSO42_tergitol2
rack_1_vial_2_soybean70_water25_CaSO42_tergitol2_loop0_20250827_213221_separated.jpg,separated,soybean70_water25_CaSO42_tergitol2
rack_1_vial_2_soybean70_water25_CaSO42_tergitol2_loop0_20250828_053222_separated.jpg,separated,soybean70_water25_CaSO42_tergitol2
rack_1_vial_2_soybean70_water25_ZnSO42_saponin2_loop0_20250828_113522_separationstarted.jpg,separationstarted,soybean70_water25_ZnSO42_saponin2
rack_1_vial_2_soybean70_water25_ZnSO42_saponin2_loop0_20250828_123522_separated.jpg,separated,soybean70_water25_ZnSO42_saponin2
rack_1_vial_2_soybean70_water25_ZnSO42_saponin2_loop0_20250828_153521_separated.jpg,separated,soybean70_water25_ZnSO42_saponin2
